['<B>', '(', '<C>', ',', "'", 'END', '_', 'O', 'F', '_', 'TEXT', "'", ')', 'を', '順に', '<A>', 'として', '、', '繰', 'り', '返す']	['for', '<A>', 'in', '<B>', '(', '<C>', ',', "'END_OF_TEXT'", ')', ':']	['for', '<A>', 'in', '<B>', '(', '<C>', ',', "'END_OF_TEXT'", ')', ':', '<eos>']
['(', '<B>', 'に', '<C>', 'を', '掛け', 'た', '値に', '<D>', 'を加え', 'た', '値に', '4', 'を', '掛け', 'た', '値に', '<E>', 'を加え', 'た', '値', '、', '<F>', 'に', '<C>', 'を', '掛け', 'た', '値に', '<E>', 'を加え', 'た', '値に', '4', 'を', '掛け', 'た', '値に', '<G>', 'を加え', 'た', '値', ')', 'の', '組', 'を', '<A>', 'とする']	['<A>', '=', '(', '(', '<B>', '*', '<C>', '+', '<D>', ')', '*', '4', '+', '<E>', ',', '(', '<F>', '*', '<C>', '+', '<E>', ')', '*', '4', '+', '<G>', ')']	['<A>', '=', '(', '(', '<B>', '*', '<C>', '+', '<D>', '*', '4', '+', '<E>', ')', ',', '(', '<F>', '*', '<C>', '+', '4', '*', '<E>', '+', '<G>', ')', ')', '<eos>']
['(', '(', '-', '<B>', ')', 'からなる', '列', 'の', '0', 'から', '<E>', 'に', '1', 'を加え', 'た', '値', '未', '満', 'までの', '数', '列', 'の各要素', 'を', '<D>', 'と', 'し', '、', '<C>', 'の', '列', '回', '分', 'の', '列', ')', 'からなる', '列', 'を', '<A>', 'とする']	['<A>', '=', '[', '[', '-', '<B>', ']', '*', '[', '(', '<C>', ')', 'for', '<D>', 'in', 'range', '(', '<E>', '+', '1', ')', ']', ']']	['<A>', '=', '[', '[', '-', '<B>', ']', '*', '[', '<C>', 'for', '<D>', 'in', 'range', '(', '<E>', '+', '1', ')', ']', ']', '<eos>']
['<A>', 'を', '<B>', 'の先頭', 'を取り出し', 'た', '値', 'だけ', '増加', 'させる']	['<A>', '+=', '<B>', '.', 'pop', '(', ')']	['<A>', '+=', '<B>', '.', 'pop', '(', ')', '<eos>']
['<C>', 'を', '"', '("', 'で', '分割', 'した', '字句', '列', 'を', '展開', 'し', '、', 'それぞれ', '<A>', '、', '<B>', 'とする']	['<A>', ',', '<B>', '=', '<C>', '.', 'split', '(', '"("', ')']	['<A>', ',', '<B>', '=', '<C>', '.', 'split', '(', '"("', ')', '<eos>']
['<A>', 'の', '末尾に', '<B>', 'の値', 'の集まり', 'を追加する']	['<A>', '.', 'append', '(', '<B>', '.', 'values', '(', ')', ')']	['<A>', '.', 'append', '(', '<B>', '.', 'values', '(', ')', ')', '<eos>']
['1', 'を', '<B>', 'として', '<A>', 'を', 'ソート', 'する']	['<A>', '.', 'sort', '(', '<B>', '=', '1', ')']	['<A>', '.', 'sort', '(', '<B>', '=', '1', ')', '<eos>']
['<B>', 'と', '1', 'を', '<C>', 'だけ', '左', 'シフト', 'した', '値の', '論理和', 'を', '<A>', 'とする']	['<A>', '=', '<B>', '|', '(', '1', '<<', '<C>', ')']	['<A>', '=', '<B>', '|', '(', '1', '<<', '<C>', ')', '<eos>']
['(', '、', 'つまり', '偽', ')', 'からなる', '列', 'の', '400', '01', '回', '分', 'の', '列', 'を', '<A>', 'とする']	['<A>', '=', '[', 'False', ']', '*', '40001']	['<A>', '=', '[', 'False', ']', '*', '400', '<eos>']
['ソートされた', '順序', 'を', '保', 'った', 'まま', '<A>', 'を', '<B>', 'に', '挿入', 'できる', '最後の', '位置', 'を', '<A>', 'とする']	['<A>', '=', 'bisect', '.', 'bisect_right', '(', '<B>', ',', '<A>', ')']	['<A>', '=', 'bisect_right', '(', '<B>', ',', '<A>', ')', '<eos>']
['(', '1', ')', 'からなる', '列', 'の', '<B>', '回', '分', 'の', '列', 'を', '<A>', 'とする', '<B>', 'を', '<C>', 'とする']	['<A>', '=', '[', '1', ']', '*', '<B>', '<C>', '=', '<B>']	['<A>', '=', '[', '1', ']', '*', '<B>', '<C>', '=', '<B>', '<eos>']
['<A>', 'の', '末尾に', '<B>', '(', '-', '<C>', ',', '<D>', ')', 'を追加する']	['<A>', '.', 'append', '(', '<B>', '(', '-', '<C>', ',', '<D>', ')', ')']	['<A>', '.', 'append', '(', '<B>', '(', '-', '<C>', ',', '<D>', ')', ')', '<eos>']
['<A>', 'を', '<B>', 'を', '5', 'で', '割', 'った', '商', 'だけ', '増加', 'させる']	['<A>', '+=', '<B>', '//', '5']	['<A>', '+=', '<B>', '//', '5', '<eos>']
['<A>', '(', '<B>', ',', '<C>', '+', '1', ',', '<D>', '-', '<E>', ')']	['<A>', '(', '<B>', ',', '<C>', '+', '1', ',', '<D>', '-', '<E>', ')']	['<A>', '(', '<B>', ',', '<C>', '+', '1', ',', '<D>', '-', '<E>', ')', '<eos>']
['<A>', '(', '<B>', '+', '<C>', '[', '<D>', ']', ',', '<E>', '+', '<F>', '[', '<D>', ']', ')', 'で', 'ないとき', '、', '<blk>', '最初', 'から', 'もう', '一度', '、', '繰', 'り', '返す', '</blk>']	['if', 'not', '<A>', '(', '<B>', '+', '<C>', '[', '<D>', ']', ',', '<E>', '+', '<F>', '[', '<D>', ']', ')', ':', '<blk>', 'continue', '</blk>']	['if', 'not', '<A>', '(', '<B>', '+', '<C>', '[', '<D>', ']', ',', '<E>', '[', '<D>', ']', '+', '<F>', '[', '<D>', ']', ')', ':', '<blk>', 'continue', '</blk>', '<eos>']
['入力された', '文字列を', '空白', 'で', '分割', 'した', '字句', '列', 'の各要素', 'に', '整数', 'を', '適用', 'した', '列', 'を', '展開', 'し', '、', 'それぞれ', '<A>', '、', '<B>', 'の', '<C>', '番目の', '先頭', '、', '<D>', '、', '<B>', 'の', '<C>', '番目の', '1', '番目', 'とする']	['<A>', ',', '<B>', '[', '<C>', ']', '[', '0', ']', ',', '<D>', ',', '<B>', '[', '<C>', ']', '[', '1', ']', '=', 'map', '(', 'int', ',', 'input', '(', ')', '.', 'split', '(', ')', ')']	['<A>', ',', '<B>', ',', '<C>', ',', '<D>', '[', '0', ']', '[', '1', ']', '[', '0', ']', ',', '<E>', '[', '<B>', ']', '[', '1', ']', '[', '0', ']', '<eos>']
['<A>', 'の', '末尾に', '<B>', 'に', '<C>', 'を加え', 'た', '値を', '<D>', 'に', '<E>', 'に', '<F>', 'を', '掛け', 'た', '値', 'を加え', 'た', '値で', '割', 'った', '値の', '整数値', 'を追加する']	['<A>', '.', 'append', '(', 'int', '(', '(', '<B>', '+', '<C>', ')', '/', '(', '<D>', '+', '<E>', '*', '<F>', ')', ')', ')']	['<A>', '.', 'append', '(', 'int', '(', '<B>', '+', '<C>', '*', '<D>', '/', '(', '<E>', '+', '<F>', ')', ')', ')', '<eos>']
