pd . set_option ( 'display.max_columns' , <var4> )	<var4> 番目までの列を表示させる
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番目までの列を表示させる
pd . set_option ( 'display.max_columns' , <var4> )	最大表示列数を <var4> 列に設定する
pd . set_option ( 'display.max_columns' , <var1> )	最大表示列数を <var1> 列に設定する
pd . set_option ( 'display.max_columns' , <var4> )	<var4> 番まで列が表示できるように変更する
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番まで列が表示できるように変更する
pd . set_option ( 'display.max_columns' , <var2> )	<var2> 番目まで列が表示できるようにセットする
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番目まで列が表示できるようにセットする
pd . set_option ( 'display.max_columns' , <var4> )	<var4> 番目まで列を表示できるようにセットする
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番目まで列を表示できるようにセットする
pd . set_option ( 'display.max_columns' , <var2> )	<var2> 番目まで列を表示できるように変更する
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番目まで列を表示できるように変更する
pd . set_option ( 'display.max_columns' , <var5> )	<var5> 番まで列を表示できるように設定する
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番まで列を表示できるように設定する
pd . set_option ( 'display.max_columns' , <var5> )	<var5> 番目まで列を表示できるように設定する
pd . set_option ( 'display.max_columns' , <var1> )	<var1> 番目まで列を表示できるように設定する
encoding = 'shift_jis'	そこで、シフト JIS を用いる
encoding = 'shift_jis'	そこで、文字コードは shift - jis
encoding = 'shift_jis'	そこで、文字コードとして shift - jis を使用する
encoding = 'shift_jis'	そこで、文字コードは shift - jis を用いる
encoding = 'shift_jis'	そこで、文字コードはシフト JIS とする
encoding = 'shift_jis'	そこで、文字コードとしてシフト JIS を使う
encoding = 'shift_jis'	そこで、文字コードはシフト JIS を用いる
encoding = 'shift_jis'	そこで、文字コードをシフト JIS にする
encoding = 'shift_jis'	そこで、文字コードを shift - jis に設定する
encoding = 'shift_jis'	そこで、文字コードはシフト JIS
encoding = 'shift_jis'	そこで、文字コードは shift - jis
encoding = 'shift_jis'	そこで、文字コードが shift - jis である
encoding = 'shift_jis'	そこで、 header = None @option
encoding = 'shift_jis'	そこで、ヘッダーを指定しない
encoding = 'shift_jis'	そこで、ヘッダー無し
encoding = 'shift_jis'	そこで、ヘッダーは無し
encoding = 'shift_jis'	そこで、 0 行目をヘッダーとして認識しない
encoding = 'shift_jis'	そこで、先頭行をヘッダーとして認識しない
encoding = 'shift_jis'	そこで、 0 行目をヘッダーとしない
encoding = 'shift_jis'	そこで、ヘッダー行を含まない
encoding = 'shift_jis'	そこで、列名なし
encoding = 'shift_jis'	そこで、列名いらない
color = <var1>	そこで、色を <var1> とする
fontsize = <var1>	そこで、文字の大きさを <var1> とする
fontsize = <var4>	そこで、フォントサイズを <var4> とする
fontsize = <var1>	そこで、フォントサイズを <var1> とする
pd . read_excel ( <var2> )	エクセルファイル <var2> を読む
pd . read_excel ( <var1> )	エクセルファイル <var1> を読む
pd . read_excel ( <var4> )	エクセルファイル <var4> をデータフレームとして読み込む
pd . read_excel ( <var1> )	エクセルファイル <var1> をデータフレームとして読み込む
pd . read_excel ( <var2> )	エクセルファイル <var2> をデータフレームとして読む
pd . read_excel ( <var1> )	エクセルファイル <var1> をデータフレームとして読む
pd . read_excel ( <var2> )	エクセルファイル <var2> を読み込む
pd . read_excel ( <var1> )	エクセルファイル <var1> を読み込む
<var2> = pd . read_excel ( <var3> )	エクセルファイル <var3> を読み、 <var2> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> を読み、 <var1> とする
<var3> = pd . read_excel ( <var4> )	エクセルファイル <var4> をデータフレームとして読み込み、 <var3> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> をデータフレームとして読み込み、 <var1> とする
<var6> = pd . read_excel ( <var3> )	エクセルファイル <var3> をデータフレームとして読んで、 <var6> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> をデータフレームとして読んで、 <var1> とする
<var1> = pd . read_excel ( <var5> )	エクセルファイル <var5> を読み込んで、 <var1> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> を読み込んで、 <var1> とする
pd . read_excel ( <var6> )	エクセルファイル <var6> から読む
pd . read_excel ( <var1> )	エクセルファイル <var1> から読む
pd . read_excel ( <var4> )	エクセルファイル <var4> からデータフレームを読む
pd . read_excel ( <var1> )	エクセルファイル <var1> からデータフレームを読む
pd . read_excel ( <var6> )	エクセルファイル <var6> から読み込む
pd . read_excel ( <var1> )	エクセルファイル <var1> から読み込む
<var1> = pd . read_excel ( <var5> )	エクセルファイル <var5> から読んで、 <var1> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> から読んで、 <var1> とする
<var4> = pd . read_excel ( <var6> )	エクセルファイル <var6> からデータフレームを読んで、 <var4> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> からデータフレームを読んで、 <var1> とする
<var6> = pd . read_excel ( <var3> )	エクセルファイル <var3> から読み込み、 <var6> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> から読み込み、 <var1> とする
pd . read_excel ( <var4> )	エクセルファイル <var4> をデータフレームとして読む
pd . read_excel ( <var1> )	エクセルファイル <var1> をデータフレームとして読む
pd . read_excel ( <var4> )	エクセル <var4> をデータフレームに読み込む
pd . read_excel ( <var1> )	エクセル <var1> をデータフレームに読み込む
pd . read_excel ( <var5> )	エクセルデータ <var5> を読む
pd . read_excel ( <var1> )	エクセルデータ <var1> を読む
pd . read_excel ( <var2> )	エクセルの <var2> をデータフレームとして読む
pd . read_excel ( <var1> )	エクセルの <var1> をデータフレームとして読む
pd . read_excel ( <var1> )	エクセルの <var1> をデータフレームに読む
pd . read_excel ( <var6> )	エクセル <var6> を読み込む
pd . read_excel ( <var1> )	エクセル <var1> を読み込む
pd . read_excel ( <var6> )	エクセルデータ <var6> をデータフレームに読む
pd . read_excel ( <var1> )	エクセルデータ <var1> をデータフレームに読む
<var6> = pd . read_excel ( <var2> )	エクセルファイル <var2> をデータフレームとして読み、 <var6> に代入する
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> をデータフレームとして読み、 <var1> に代入する
<var4> = pd . read_excel ( <var3> )	エクセル <var3> をデータフレームに読み込み、 <var4> に代入する
<var1> = pd . read_excel ( <var2> )	エクセル <var2> をデータフレームに読み込み、 <var1> に代入する
<var1> = pd . read_excel ( <var2> )	エクセルデータ <var2> を読んで、 <var1> に代入する
<var2> = pd . read_excel ( <var3> )	エクセルの <var3> をデータフレームとして読み、 <var2> とする
<var1> = pd . read_excel ( <var2> )	エクセルの <var2> をデータフレームとして読み、 <var1> とする
<var3> = pd . read_excel ( <var2> )	エクセルの <var2> をデータフレームに読み、 <var3> にする
<var1> = pd . read_excel ( <var2> )	エクセルの <var2> をデータフレームに読み、 <var1> にする
<var4> = pd . read_excel ( <var1> )	エクセル <var1> を読み込み、 <var4> にする
<var1> = pd . read_excel ( <var2> )	エクセル <var2> を読み込み、 <var1> にする
<var6> = pd . read_excel ( <var1> )	エクセルデータ <var1> をデータフレームに読んで、 <var6> とする
<var1> = pd . read_excel ( <var2> )	エクセルデータ <var2> をデータフレームに読んで、 <var1> とする
pd . read_excel ( <var1> )	エクセルの <var1> から読み込む
pd . read_excel ( <var2> )	エクセルファイル <var2> からデータフレームを読む
pd . read_excel ( <var1> )	エクセルファイル <var1> からデータフレームを読む
pd . read_excel ( <var6> )	エクセルの <var6> からデータフレームを読み込む
pd . read_excel ( <var1> )	エクセルの <var1> からデータフレームを読み込む
pd . read_excel ( <var5> )	エクセルデータ <var5> からデータフレームに読み込む
pd . read_excel ( <var1> )	エクセルデータ <var1> からデータフレームに読み込む
pd . read_excel ( <var3> )	エクセルファイル <var3> からデータフレームに読み込む
pd . read_excel ( <var1> )	エクセルファイル <var1> からデータフレームに読み込む
pd . read_excel ( <var1> )	エクセル <var1> からデータフレームを読む
pd . read_excel ( <var5> )	エクセルの <var5> から読む
pd . read_excel ( <var1> )	エクセルの <var1> から読む
pd . read_excel ( <var2> )	エクセルファイル <var2> から読む
pd . read_excel ( <var1> )	エクセルファイル <var1> から読む
<var1> = pd . read_excel ( <var5> )	エクセルの <var5> から読み込んで、 <var1> にする
<var1> = pd . read_excel ( <var2> )	エクセルの <var2> から読み込んで、 <var1> にする
<var4> = pd . read_excel ( <var1> )	エクセルファイル <var1> からデータフレームを読み、 <var4> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> からデータフレームを読み、 <var1> とする
<var5> = pd . read_excel ( <var3> )	エクセルの <var3> からデータフレームを読み込んで、 <var5> とする
<var1> = pd . read_excel ( <var2> )	エクセルの <var2> からデータフレームを読み込んで、 <var1> とする
<var3> = pd . read_excel ( <var2> )	エクセルデータ <var2> からデータフレームに読み込んで、 <var3> にする
<var1> = pd . read_excel ( <var2> )	エクセルデータ <var2> からデータフレームに読み込んで、 <var1> にする
<var4> = pd . read_excel ( <var5> )	エクセルファイル <var5> からデータフレームに読み込んで、 <var4> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> からデータフレームに読み込んで、 <var1> とする
<var3> = pd . read_excel ( <var2> )	エクセル <var2> からデータフレームを読んで、 <var3> とする
<var1> = pd . read_excel ( <var2> )	エクセル <var2> からデータフレームを読んで、 <var1> とする
<var5> = pd . read_excel ( <var3> )	エクセルの <var3> から読み、 <var5> とする
<var1> = pd . read_excel ( <var2> )	エクセルの <var2> から読み、 <var1> とする
<var1> = pd . read_excel ( <var6> )	エクセルファイル <var6> から読んで、 <var1> とする
<var1> = pd . read_excel ( <var2> )	エクセルファイル <var2> から読んで、 <var1> とする
pd . read_excel ( <var4> )	<var4> という名前のエクセルデータをデータフレームとして読む
pd . read_excel ( <var1> )	<var1> という名前のエクセルデータをデータフレームとして読む
pd . read_excel ( <var6> )	<var6> という名前のエクセルデータを読む
pd . read_excel ( <var1> )	<var1> という名前のエクセルデータを読む
pd . read_excel ( <var2> )	<var2> というエクセルファイルを読み込む
pd . read_excel ( <var1> )	<var1> というエクセルファイルを読み込む
pd . read_excel ( <var6> )	<var6> というエクセルデータを読む
pd . read_excel ( <var1> )	<var1> というエクセルデータを読む
pd . read_excel ( <var5> )	<var5> という名前のエクセルファイルを読む
pd . read_excel ( <var1> )	<var1> という名前のエクセルファイルを読む
pd . read_excel ( <var2> )	<var2> という名前のエクセルを読む
pd . read_excel ( <var1> )	<var1> という名前のエクセルを読む
