<name4> = <val5>	<name4> に <val5> を代入する
<name6> = <val5>	<name6> に <val5> を入れる
<name4> = <val1>	<name4> に <val1> を代入
<name3> = <val2>	<val2> を <name3> に代入
<name5> = <val2>	<val2> を <name5> に代入する
<name1> = <val5>	<val5> を <name1> に入れる
<name4> = <val6>	<name4> を <val6> とする
<name4> = <val1>	<name4> イコール <val1>
<name4> = <val5>	<name4> イコール <val5> とする
<name6> = <name4>	<name6> に <name4> を代入する
<name4> = <name6>	<name6> を <name4> に入れる
<name1> = <name5>	<name1> に <name5> を代入
<name3> = <name4>	<name4> を <name3> に代入
<name3> = <name2>	<name3> に <name2> を入れる
<name1> = <name3>	<name3> を <name1> に代入する
<name3> = <name4>	<name4> を <name3> に代入する
<name4> = <name5>	<name4> に <name5> を代入する
<name2> = <name1>	<name1> を <name2> に入れる
<name1> = <name3>	<name3> を <name1> に代入
<name6> = <name1>	<name6> に <name1> を代入
<name6> = <name4>	<name6> に <name4> を入れる
<name6> + <name2>	<name6> に <name2> を加えた値
<name1> + <name3>	<name3> を <name1> に加えた値
<name4> + <name3>	<name4> に <name3> を加えた値を計算する
<name4> + <name2>	<name2> を <name4> に加えた値を求める
<name2> + <name1>	<name2> たす <name1>
<name2> + <name4>	<name2> プラス <name4>
<name3> + <name6>	<name3> 足す <name6>
<name2> + <name4>	<name2> たす <name4> を求める
<name5> + <name6>	<name5> 足す <name6> を計算する
<name2> + <name3>	<name2> プラス <name3> を求める
<name4> + <name6>	<name4> と <name6> の和
<name5> + <name2>	<name5> と <name2> の和を計算する
<name4> - <name5>	<name4> から <name5> を引いた値
<name5> - <name1>	<name5> から <name1> を引いた値を算出する
<name6> - <name1>	<name6> ひく <name1>
<name5> - <name3>	<name5> 引く <name3>
<name5> - <name3>	<name5> マイナス <name3>
<name3> - <name6>	<name3> 引く <name6> を求める
<name3> - <name5>	<name3> ひく <name5> を計算する
<name2> - <name4>	<name2> マイナス <name4> を算出する
<name6> - <name5>	<name6> と <name5> の差
<name4> - <name1>	<name4> と <name1> の差を算出する
<name5> * <name1>	<name5> に <name1> をかけた値
<name3> * <name1>	<name1> を <name3> にかけた値
<name3> * <name5>	<name3> に <name5> をかけた値を求める
<name1> * <name5>	<name5> を <name1> にかけた値を算出する
<name1> * <name5>	<name1> かける <name5>
<name3> * <name6>	<name3> 掛ける <name6>
<name4> * <name2>	<name4> かける <name2> を計算する
<name1> * <name3>	<name1> 掛ける <name3> を求める
<name6> * <name5>	<name6> と <name5> の積
<name2> * <name6>	<name2> と <name6> の積を算出する
<name3> / <name1>	<name3> を <name1> でわった値
<name3> / <name5>	<name3> を <name5> でわった値を算出する
<name1> / <name6>	<name1> 割る <name6>
<name2> / <name5>	<name2> わる <name5>
<name4> / <name1>	<name4> 割る <name1> を算出する
<name6> / <name2>	<name6> わる <name2> を算出する
<name3> / <name5>	<name3> と <name5> の商
<name3> / <name2>	<name3> と <name2> の商を求める
<name1> / <name6>	<name6> 分の <name1>
<name6> / <name3>	<name3> 分の <name6> を算出する
<name3> // <name5>	<name3> を <name5> でわった値の整数部分
<name1> // <name2>	<name1> を <name2> でわった値の整数部分を計算する
<name4> ** 2	<name4> の二乗
<name1> ** <val5>	<name1> の <val5> 乗
<name4> ** 2	<name4> の二乗を求める
<name4> ** <val2>	<name4> の <val2> 乗を求める
<name1> % <name2>	<name1> を <name2> で割った余り
<name1> % <name6>	<name1> を <name6> で割ったあまり
<name1> % <name2>	<name1> を <name2> で割った余りを計算する
