sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内で日本語を表示できるようにする
sns . set ( font = 'IPAexGothic' , style = 'white' )	日本語を表示できるようにグラフの中でする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの中で日本語を表示できるようにする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ中で日本語を表示できるようにする
sns . set ( font = 'IPAexGothic' , style = 'white' )	日本語を表示できるようにグラフ中でする
sns . set ( font = 'IPAexGothic' , style = 'white' )	日本語を表示できるようにグラフ内でする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの日本語フォントを有効にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの日本語表示を有効にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの日本語表示を可能にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの日本語表示をできるようにする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフの日本語フォントを可能にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語に指定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語に指定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語表示にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語に指定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語表示にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語表示にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語表示にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語表示に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語表示に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語表示に指定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語表示にする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語表示に指定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフのフォントを日本語に設定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語表示に変更する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語表示に設定する
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフフォントを日本語にセットする
sns . set ( font = 'IPAexGothic' , style = 'white' )	グラフ内のフォントを日本語表示に指定する
plt . title ( <val3> )	グラフのタイトルを <val3> に設定する
plt . title ( <val5> )	グラフ名を <val5> にセットする
plt . title ( <val4> )	<val4> にグラフ名を変更する
plt . title ( <val1> )	<val1> にグラフの名前をする
plt . title ( <val6> )	グラフのタイトルを <val6> に指定する
plt . title ( <val3> )	<val3> にグラフ名をする
plt . title ( <val4> )	グラフの名前を <val4> に変更する
plt . title ( <val1> )	<val1> にグラフタイトルを設定する
plt . title ( <val5> )	<val5> にグラフタイトルを変更する
plt . title ( <val3> )	グラフタイトルを <val3> に変更する
plt . title ( <val5> )	<val5> にグラフ名を設定する
plt . title ( <val2> )	グラフのタイトルを <val2> に変更する
plt . title ( <val1> )	<val1> にグラフの名前を設定する
plt . title ( <val1> )	グラフ名を <val1> にする
plt . title ( <val1> )	<val1> にグラフ名をセットする
plt . title ( <val4> )	<val4> にグラフのタイトルをセットする
plt . title ( <val2> )	<val2> にグラフの名前を変更する
plt . title ( <val3> )	<val3> にグラフのタイトルを変更する
plt . title ( <val1> )	グラフタイトルを <val1> にする
plt . title ( <val2> )	<val2> にグラフタイトルをセットする
plt . title ( <val2> )	グラフの名前を <val2> にセットする
plt . title ( <val1> )	グラフ名を <val1> に指定する
plt . title ( <val2> )	グラフのタイトルを <val2> にする
plt . title ( <val3> )	<val3> にグラフタイトルをする
plt . title ( <val2> )	<val2> にグラフの名前を指定する
plt . title ( <val2> )	グラフ名を <val2> に設定する
plt . title ( <val2> )	<val2> にグラフのタイトルを指定する
plt . title ( <val2> )	<val2> にグラフタイトルを指定する
plt . title ( <val2> )	グラフタイトルを <val2> に指定する
plt . title ( <val5> )	<val5> にグラフ名を指定する
plt . title ( <val3> )	グラフの名前を <val3> に設定する
plt . title ( <val4> )	グラフタイトルを <val4> にセットする
plt . title ( <val1> )	グラフ名を <val1> に変更する
plt . title ( <val3> )	グラフの名前を <val3> に指定する
plt . title ( <val2> )	グラフのタイトルを <val2> にセットする
plt . title ( <val5> )	<val5> にグラフのタイトルを設定する
plt . title ( <val2> )	グラフの名前を <val2> にする
plt . title ( <val1> )	グラフタイトルを <val1> に設定する
plt . title ( <val5> )	<val5> にグラフのタイトルをする
plt . title ( <val4> )	<val4> にグラフの名前をセットする
plt . figure ( figsize = ( <val1> , <val2> ) )	描画するグラフの大きさを縦 <val2> 横 <val1> に設定する
plt . figure ( figsize = ( <val3> , <val1> ) )	<val3> × <val1> に描画するグラフのサイズをセットする
plt . figure ( figsize = ( <val2> , <val6> ) )	縦 <val6> 横 <val2> に表示するグラフの大きさを変更する
plt . figure ( figsize = ( <val6> , <val4> ) )	出力するグラフの大きさを <val6> × <val4> に設定する
plt . figure ( figsize = ( <val6> , <val2> ) )	縦 <val2> 横 <val6> に表示するグラフのサイズを指定する
plt . figure ( figsize = ( <val6> , <val2> ) )	<val6> × <val2> に出力するグラフの大きさをする
plt . figure ( figsize = ( <val2> , <val1> ) )	横 <val2> 縦 <val1> に表示するグラフの大きさを指定する
plt . figure ( figsize = ( <val2> , <val6> ) )	縦 <val6> 横 <val2> に表示するグラフの大きさをする
plt . figure ( figsize = ( <val2> , <val4> ) )	出力するグラフの大きさを <val2> × <val4> にセットする
plt . figure ( figsize = ( <val1> , <val5> ) )	表示するグラフの大きさを縦 <val5> 横 <val1> にセットする
plt . figure ( figsize = ( <val5> , <val2> ) )	<val5> × <val2> に表示するグラフのサイズをする
plt . figure ( figsize = ( <val1> , <val5> ) )	出力するグラフの大きさを <val1> × <val5> に変更する
plt . figure ( figsize = ( <val1> , <val2> ) )	<val1> × <val2> に出力するグラフの大きさをセットする
plt . figure ( figsize = ( <val5> , <val3> ) )	出力するグラフの大きさを <val5> × <val3> にする
plt . figure ( figsize = ( <val3> , <val5> ) )	出力するグラフのサイズを横 <val3> 縦 <val5> にセットする
plt . figure ( figsize = ( <val4> , <val5> ) )	横 <val4> 縦 <val5> に表示するグラフのサイズをする
plt . figure ( figsize = ( <val3> , <val4> ) )	縦 <val4> 横 <val3> に描画するグラフのサイズをする
plt . figure ( figsize = ( <val5> , <val2> ) )	表示するグラフの大きさを縦 <val2> 横 <val5> に指定する
plt . figure ( figsize = ( <val3> , <val2> ) )	表示するグラフの大きさを縦 <val2> 横 <val3> に変更する
plt . figure ( figsize = ( <val1> , <val5> ) )	表示するグラフのサイズを縦 <val5> 横 <val1> に設定する
plt . figure ( figsize = ( <val3> , <val2> ) )	表示するグラフのサイズを縦 <val2> 横 <val3> に変更する
plt . figure ( figsize = ( <val6> , <val1> ) )	描画するグラフのサイズを縦 <val1> 横 <val6> に指定する
plt . figure ( figsize = ( <val1> , <val5> ) )	縦 <val5> 横 <val1> に表示するグラフの大きさを設定する
plt . figure ( figsize = ( <val1> , <val6> ) )	縦 <val6> 横 <val1> に表示するグラフの大きさを指定する
plt . figure ( figsize = ( <val2> , <val3> ) )	描画するグラフの大きさを縦 <val3> 横 <val2> に指定する
plt . figure ( figsize = ( <val1> , <val4> ) )	出力するグラフの大きさを <val1> × <val4> に指定する
plt . figure ( figsize = ( <val2> , <val5> ) )	横 <val2> 縦 <val5> に表示するグラフのサイズをセットする
plt . figure ( figsize = ( <val5> , <val4> ) )	<val5> × <val4> に出力するグラフの大きさを変更する
plt . figure ( figsize = ( <val1> , <val2> ) )	表示するグラフの大きさを <val1> × <val2> に指定する
plt . figure ( figsize = ( <val6> , <val4> ) )	<val6> × <val4> に表示するグラフのサイズを変更する
plt . figure ( figsize = ( <val1> , <val5> ) )	描画するグラフの大きさを <val1> × <val5> に設定する
plt . figure ( figsize = ( <val5> , <val1> ) )	出力するグラフの大きさを縦 <val1> 横 <val5> に設定する
plt . figure ( figsize = ( <val5> , <val6> ) )	表示するグラフの大きさを縦 <val6> 横 <val5> にする
