import <name1> as <name5>	<name1> を  <name5> としてインポートする
import <name1> as <name2>	<name1> を  <name2> としてインポートする
<name4> = pd . read_csv ( './data/lunch_box.csv'   , sep = ','   )	. / data / lunch_box .csv 'をカンマ区切りで読み込み、  <name4> とする
<name1> = pd . read_csv ( './data/lunch_box.csv'   , sep = ','   )	. / data / lunch_box .csv 'をカンマ区切りで読み込み、  <name1> とする
<name5> . head ( <val3> )	<name5> の上  <val3> 行を表示する
<name1> . head ( <val2> )	<name1> の上  <val2> 行を表示する
<name1> . head ( )	<name1> の上  5 行を表示する
<name2> . tail ( )	<name2> の下  5 行を表示する
<name1> . tail ( )	<name1> の下  5 行を表示する
<name4> . shape	<name4> の行数と列数を確認する
<name1> . shape	<name1> の行数と列数を確認する
<name4> . index	<name4> のインデックスを確認する
<name1> . index	<name1> のインデックスを確認する
<name2> . columns	<name2> のカラムを確認する
<name1> . columns	<name1> のカラムを確認する
<name5> . dtypes	<name5> のデータ型を確認する
<name1> . dtypes	<name1> のデータ型を確認する
<name5> [ [ <val2>   , <val4>   ] ] . head ( )	<name5> の  <val2>  列と  <val4>  列だけ上  5 行を表示する
<name1> [ [ <val2>   , <val3>   ] ] . head ( )	<name1> の  <val2>  列と  <val3>  列だけ上  5 行を表示する
<name5> [ <val6> : 106 ]	<name5> の  <val6> 行目から  105 行目を抽出する
<name1> [ <val2> : 106 ]	<name1> の  <val2> 行目から  105 行目を抽出する
<name3> . loc [ <val2> ]	<name3> のインデックスが  <val2> の行を抽出する
<name1> . loc [ <val2> ]	<name1> のインデックスが  <val2> の行を抽出する
<name1> . iloc [ [ <val2> , <val6> , <val3> ] , [ <val5> , <val6> ] ]	<name1> の  <val2> , <val6> , <val3> 行目と  <val5> , <val6> 列目を抽出する
<name1> . iloc [ [ <val2> , <val3> , <val4> ] , [ <val5> , <val3> ] ]	<name1> の  <val2> , <val3> , <val4> 行目と  <val5> , <val3> 列目を抽出する
<name2> [ <name2> [ <val1>   ] >   <val3> ]	<name2> の  <val1>  列が  <val3> より大きいものを抽出する
<name1> [ <name1> [ <val2>   ] >   <val3> ]	<name1> の  <val2>  列が  <val3> より大きいものを抽出する
<name2> [ <val4>   ] . unique ( )	<name2> の  <val4>  列に含まれるデータを確認する
<name1> [ <val2>   ] . unique ( )	<name1> の  <val2>  列に含まれるデータを確認する
<name4> . drop_duplicates ( )	重複している行を  <name4> から削除する
<name1> . drop_duplicates ( )	重複している行を  <name1> から削除する
<name3> . describe ( )	<name3> の統計情報を取得する
<name1> . describe ( )	<name1> の統計情報を取得する
<name4> . set_index ( 'datetime'   , inplace = True )	datetime '列を  <name4> のインデックスとする
<name1> . set_index ( 'datetime'   , inplace = True )	datetime '列を  <name1> のインデックスとする
<name6> . rename ( columns = {  <val3>   : <val4>  }  , inplace = True )	<name6> の  <val3>  列を  <val4>  列とする
<name1> . rename ( columns = {  <val2>   : <val3>  }  , inplace = True )	<name1> の  <val2>  列を  <val3>  列とする
<name2> . sort_values ( by = <val1>   , ascending = True ) . head ( )	<val1> 列が昇順になるよう  <name2> をソートし、上  5 行を表示する
