from threading import local	from threading import local into default name space.
import warnings	import module warnings.
from django . conf import settings	from django.conf import settings into default name space.
from django . core import signals	from django.core import signals into default name space.
from django . core . cache . backends . base import (  InvalidCacheBackendError , CacheKeyWarning , BaseCache )	from django.core.cache.backends.base import InvalidCacheBackendError, CacheKeyWarning and BaseCache into default name space.
from django . core . exceptions import ImproperlyConfigured	from django.core.exceptions import ImproperlyConfigured into default name space.
from django . utils . deprecation import RemovedInDjango19Warning	from django.utils.deprecation import RemovedInDjango19Warning into default name space.
from django . utils . module_loading import import_string	from django.utils.module_loading import import_string into default name space.
__all__ = [  'get_cache' , 'cache' , 'DEFAULT_CACHE_ALIAS' , 'InvalidCacheBackendError' ,  'CacheKeyWarning' , 'BaseCache' ,  ]	__all__ is an list containing 6 elements: 'get_cache', 'cache', 'DEFAULT_CACHE_ALIAS', 'InvalidCacheBackendError',
DEFAULT_CACHE_ALIAS = 'default'	'CacheKeyWarning' and 'BaseCache'   DEFAULT_CACHE_ALIAS is a string 'default'.
if DEFAULT_CACHE_ALIAS not in settings . CACHES :	if DEFAULT_CACHE_ALIAS is not contained in settings.CACHES,
raise ImproperlyConfigured ( 'You must define a '%s' cache' % DEFAULT_CACHE_ALIAS )	raise an exception ImproperlyConfigured with string 'You must define a '%s' cache' as argument, with '%s' replaced with DEFAULT_CACHE_ALIAS converted into a string.
def get_cache ( backend , ** kwargs ) :	define the function get_cache with backend and dictionary pair of elements kwargs as arguments.
cache = _create_cache ( backend , ** kwargs )	and stacklevel set to 2 as arguments.   call the _create_cache with backend and dictionary kwargs as arguments, substitute the result for cache.
signals . request_finished . connect ( cache . close )	call the function signals.request_finished.connect with argument cache.close.
return cache	return cache.
def _create_cache ( backend , ** kwargs ) :	define the function _create_cache with backend and dictionary pair of elements kwargs as arguments.
try :	try,
try :	try,
conf = settings . CACHES [ backend ]	substitute value under the backend key of settings.CACHES dictionary for conf.
except KeyError :	if KeyError exception is caught,
try :	try,
import_string ( backend )	call the function import_string with argument backend.
except ImportError as e :	if ImportError, renamed to e, exception is caught,
raise InvalidCacheBackendError ( 'Could not find backend '%s': %s' % (  backend , e ) )	raise and exception InvalidCacheBackendError with string 'Could not find backend '%s': %s' as argument, replace '%s' with backend and e, respectively.
location = kwargs . pop ( 'LOCATION' , '' )	remove 'LOCATION' key from kwargs dictionary and put it into location, or use an empty string if key doesnt exists.
params = kwargs	substitute kwargs for params.
else :	if not,
params = conf . copy ( )	call the function conf.copy, substitute it for params.
params . update ( kwargs )	call the function params.update with argument kwargs.
