["'", 'X', "'", 'を', '辞書の', "'", 'A', "'", '番目', 'にする']	['dict', '[', "'A'", ']', '=', "'X'"]	['dict', '[', "'A'", ']', '=', "'X'", '<eos>']
['4', 'を', '<A>', 'とする']	['<A>', '=', '4']	['<A>', '=', '4', '<eos>']
['<A>', 'が', '<B>', 'と', '等しくない', '間', '、', '次', 'を', '繰', 'り', '返す']	['while', '<A>', '!=', '<B>', ':']	['while', '<A>', '!=', '<B>', ':', '<eos>']
['<A>', 'の', '<B>', '番目', 'を', '英', '大文字', 'に変換し', 'た', '文字列が', '<C>', 'を', '英', '大文字', 'に変換し', 'た', '文字列', 'と', '等しい', 'とき', '、']	['if', '<A>', '[', '<B>', ']', '.', 'upper', '(', ')', '==', '<C>', '.', 'upper', '(', ')', ':']	['if', '<A>', '[', '<B>', ']', '.', 'upper', '(', ')', '==', '<C>', '.', 'upper', '(', ')', ':', '<eos>']
['<A>', 'の', '<B>', 'を取り出し', 'た', '値', '<C>', 'の', '<B>', 'を取り出し', 'た', '値', '<D>', 'の', '<B>', 'を取り出し', 'た', '値']	['<A>', '.', 'pop', '(', '<B>', ')', '<C>', '.', 'pop', '(', '<B>', ')', '<D>', '.', 'pop', '(', '<B>', ')']	['<A>', '.', 'pop', '(', '<B>', '.', 'pop', '(', '<B>', '.', '<C>', ')', ')', '<eos>']
['入力された', '文字列を', "'", "'", 'で', '分割', 'した', '字句', '列', 'の各要素', 'を', '<C>', 'と', 'し', '、', '<C>', 'の', '列', 'を', '展開', 'し', '、', 'それぞれ', '<A>', '、', '<B>', 'とする']	['<A>', ',', '<B>', '=', '[', '<C>', 'for', '<C>', 'in', 'input', '(', ')', '.', 'split', '(', "'", "'", ')', ']']	['<A>', ',', '<B>', '=', '[', '<C>', 'for', '<C>', 'in', 'input', '(', ')', '.', 'split', '(', "'", "'", ')', ']', '<eos>']
['<A>', 'の', '<B>', '番目の', '<C>', '番目の', '0', '番目', 'を', '<D>', 'だけ', '増加', 'させる']	['<A>', '[', '<B>', ']', '[', '<C>', ']', '[', '0', ']', '+=', '<D>']	['<A>', '[', '<B>', ']', '[', '<C>', ']', '[', '0', ']', '+=', '<D>', '<eos>']
['次', 'は', '例外', 'に関する', '条件', 'がある', '<blk>', '<A>', 'の', '、', 'つまり', 'ソートされた', '順序', 'を', '保', 'った', 'まま', '、', 'つまり', '入力された', '文字列', 'の浮動小数点数', 'を', '<B>', 'に', '挿入', 'できる', '位置', '番目', 'を出力する', '</blk>']	['try', ':', '<blk>', 'print', '(', '<A>', '[', 'bisect', '.', 'bisect_left', '(', '<B>', ',', 'float', '(', 'input', '(', ')', ')', ')', ']', ')', '</blk>']	['try', ':', '<blk>', 'print', '(', 'float', '(', '<A>', ')', ',', 'bisect', '.', 'bisect_left', '(', 'input', '(', ')', ')', ')', '</blk>', '<eos>']
['<A>', 'の', '長さ', 'を', '2', 'で', '割', 'った', '余', 'り', 'が', '0', 'と', '等しくない', 'とき', '、']	['if', 'len', '(', '<A>', ')', '%', '2', '!=', '0', ':']	['if', 'len', '(', '<A>', ')', '%', '2', '!=', '0', ':', '<eos>']
['<A>', 'が', '9', 'と', '等しくない', 'とき', '、']	['if', '<A>', '!=', '9', ':']	['if', '<A>', '!=', '9', ':', '<eos>']
['6', 'に', '60', 'を', '掛け', 'た', '値を', '<A>', 'とする']	['<A>', '=', '6', '*', '60']	['<A>', '=', '6', '*', '60', '<eos>']
['<A>', 'の', '<B>', '番目', 'を返す']	['return', '(', '<A>', '[', '<B>', ']', ')']	['return', '<A>', '[', '<B>', ']', '<eos>']
