['(', '<B>', '、', '<C>', ')', 'からなる', '列', 'を', '<A>', 'とする', '(', '<E>', '、', '<C>', ')', 'からなる', '列', 'を', '<D>', 'とする']	['<A>', '=', '[', '<B>', ',', '<C>', ']', '<D>', '=', '[', '<E>', ',', '<C>', ']']	['<A>', '=', '[', '<B>', ',', '<C>', ']', '<D>', '=', '[', '<C>', ',', '<E>', ']', '<eos>']
['-', '<A>', '(', ')', 'を返す']	['return', '-', '<A>', '(', ')']	['return', '-', '<A>', '(', ')', '<eos>']
['(', '<B>', '、', '未', '定', '値', '、', '未', '定', '値', ')', 'からなる', '列', 'を', '<B>', 'の', '<C>', '番目', 'とする', 'を', '<A>', 'とする']	['<A>', '=', '<B>', '[', '<C>', ']', '=', '[', '<B>', ',', 'None', ',', 'None', ']']	['<A>', '=', '[', '<B>', ',', 'None', ',', 'None', ']', '<eos>']
['<A>', 'を', '<B>', 'に', '<C>', 'の', 'ラジアン', 'の', '余', '弦', 'を', '掛け', 'た', '値', 'だけ', '増加', 'させる']	['<A>', '+=', '<B>', '*', 'cos', '(', 'radians', '(', '<C>', ')', ')']	['<A>', '+=', '<B>', '*', 'math', '.', 'cos', '(', 'math', '.', 'radians', '(', '<C>', ')', ')', '<eos>']
['<A>', 'の', '総', '和', 'を', '<B>', 'で', '割', 'った', '商', 'を出力する']	['print', '(', '(', 'sum', '(', '<A>', ')', ')', '//', '<B>', ')']	['print', '(', 'sum', '(', '<A>', ')', '//', '<B>', ')', '<eos>']
['<A>', 'から', '<B>', '//', '<C>', '*', '<D>', 'に', '<B>', '%', '<C>', '*', '<E>', 'を加え', 'た', '値に', '<B>', '%', '<C>', '==', '<G>', 'の', 'とき', '<F>', '*', '<E>', '、', 'そうでなければ', '<F>', '//', '<G>', '*', '<H>', '+', '<F>', '%', '<G>', '*', '<E>', 'を加え', 'た', '値に', '<I>', 'を加え', 'た', '値を', '引', 'いた', '値', 'を出力する']	['print', '(', '<A>', '-', '(', '<B>', '//', '<C>', '*', '<D>', '+', '<B>', '%', '<C>', '*', '<E>', '+', '(', '<F>', '*', '<E>', 'if', '<B>', '%', '<C>', '==', '<G>', 'else', '<F>', '//', '<G>', '*', '<H>', '+', '<F>', '%', '<G>', '*', '<E>', ')', '+', '<I>', ')', ')']	['print', '(', '<A>', 'if', '(', '<B>', '-', '<C>', '*', '<D>', '+', '<C>', '*', '<E>', '*', '<F>', '+', '<E>', '*', '<F>', '+', '<G>', '%', '<H>', '+', '<I>', '*', '<F>', '+', '<E>', ')', '%', '<G>', 'else', '<G>', ')', '<eos>']
['<A>', 'の', '<B>', '番目の', '<C>', '番目', 'が', '<D>', 'と', '等', 'し', 'く', 'または', '<E>', 'が', '<F>', 'の', '<C>', '番目', 'より小さい', 'とき', '、']	['if', '<A>', '[', '<B>', ']', '[', '<C>', ']', '==', '<D>', 'or', '<E>', '<', '<F>', '[', '<C>', ']', ':']	['if', '<A>', '[', '<B>', ']', '[', '<C>', ']', '==', '<D>', 'or', '<E>', '[', '<C>', ']', '<', '<F>', ':', '<eos>']
['%', 'd', 'x', '%', 'd', '=', '%', 'd', 'を', '(', '<A>', '、', '<B>', '、', '<A>', 'に', '<B>', 'を', '掛け', 'た', '値', ')', 'の', '組', 'で', '割', 'った', '余', 'り', 'を出力する']	['print', '(', '"%dx%d=%d"', '%', '(', '<A>', ',', '<B>', ',', '<A>', '*', '<B>', ')', ')']	['print', '(', '"%d', '%d"', '%', '(', '<A>', ',', '<B>', ',', '<A>', '*', '<B>', ')', ')', '<eos>']
['<D>', 'から', '<E>', 'に', '<F>', 'を加え', 'た', '値', '未', '満', 'までの', '数', '列', 'の各要素', 'を', '<B>', 'と', 'し', '、', '<A>', 'を', '<B>', 'で', '割', 'った', '余', 'り', 'が', '<C>', 'と', '等しい', 'かどうか', 'の', '列', 'の', '総', '和', 'を出力する']	['print', '(', 'sum', '(', '[', '<A>', '%', '<B>', '==', '<C>', 'for', '<B>', 'in', 'range', '(', '<D>', ',', '<E>', '+', '<F>', ')', ']', ')', ')']	['print', '(', 'sum', '(', '[', '<A>', '%', '<B>', '==', '<C>', 'for', '<B>', 'in', 'range', '(', '<D>', ',', '<E>', '+', '<F>', ')', ']', ')', ')', '<eos>']
['<B>', 'の', '切り', '上', 'げ', '整数値', 'を', '<A>', 'とする']	['<A>', '=', 'ceil', '(', '<B>', ')']	['<A>', '=', 'math', '.', 'ceil', '(', '<B>', ')', '<eos>']
