import pandas as pd	Pandas ライブラリを 'pd' としてインポートする
import pandas as pd	Pandas を 'pd' としてインポートする
import pandas as pd	Pandas をインポートする
import pandas as pd	Pandas ライブラリをインポートする
import pandas as pd	Pandas ライブラリを用意する
import pandas as pd	データ解析用のライブラリをインポートする
pd . set_option ( 'display.max_columns' , <a> )	<a> 番目までの列を表示させる
pd . set_option ( 'display.max_columns' , <a> )	最大表示列数を <a> 列にセットする
pd . set_option ( 'display.max_columns' , <a> )	最大表示列数を <a> 列に設定する
pd . read_csv ( <a> , sep = ',' )	<a> をカンマ区切りで読む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> を読む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> を読み込む
<A> = pd . read_csv ( <b> , sep = ',' )	<b> をカンマ区切りで読み、 <A> にする
<B> = pd . read_csv ( <a> , sep = ',' )	<a> をカンマ区切りで読み、 <B> にする
<A> = pd . read_csv ( <b> , sep = ',' )	カンマ区切りで <b> を読み、 <A> にする
<B> = pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> を読み、 <B> にする
<A> = pd . read_csv ( <b> , sep = ',' )	カンマ区切りで <b> を読み込んで、 <A> に代入する
<B> = pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> を読み込んで、 <B> に代入する
pd . read_csv ( <a> , sep = ',' )	<a> からカンマ区切りで表を読み込む
pd . read_csv ( <a> , sep = ',' )	データフレームをカンマ区切りで <a> ファイルから読み込む
pd . read_csv ( <a> , sep = ',' )	<a> ファイルパスからデータフレームをカンマ区切りで読み込む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> から表を読み込む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りで表を <a> から読み込む
pd . read_csv ( <a> , sep = ',' )	<a> から表データをカンマ区切りで読む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りで <a> ファイル名から表を読み込む
pd . read_csv ( <a> , sep = ',' )	カンマ区切りでデータフレームを <a> パスから読む
pd . read_csv ( <a> , sep = ',' )	表データを <a> からカンマ区切りで読む
